FID,FID_04km_b,Lon04,Lat04,FID_44km,GroundMean04,AOD_Kriging04,RoadLength04
0,0,126.4583578,45.59243393,4,19.18472755,0.431791918,816.5092204
1,1,126.4634171,45.59185619,4,19.18472755,0.431791918,511.4838753
2,4,126.4532985,45.59301145,4,19.18472755,0.431791918,40.85144859
3,17,126.4035243,45.60233662,9,18.16158725,0.431791918,617.331079
4,20,126.4085849,45.60176113,9,18.16158725,0.431791918,581.3384995
5,31,126.4541261,45.5965715,4,19.18472755,0.431791918,446.4074287
6,33,126.4498889,45.60070104,4,18.16158725,0.431791918,31.32981195
7,35,126.4549489,45.60012348,4,18.16158725,0.431791918,414.9225956
8,45,126.388342,45.60406174,9,17.23575477,0.431791918,429.2976868
9,48,126.383281,45.60463633,9,17.23575477,0.416385521,490.1387171
10,57,126.4017419,45.61712107,9,18.16158725,0.431791918,177.0309661
11,58,126.3984637,45.60291189,9,18.16158725,0.431791918,516.3880185
12,60,126.4043441,45.6058889,9,18.16158725,0.431791918,1313.971887
13,61,126.3934029,45.60348693,9,18.16158725,0.431791918,406.7589239
14,62,126.4102252,45.60886562,9,18.16158725,0.460420398,690.7116611
15,65,126.4051639,45.60944117,9,18.16158725,0.431791918,12.35168694
16,66,126.4152863,45.60828984,9,18.16158725,0.460420398,40.85714198
17,67,126.4219892,45.61481818,9,18.16158725,0.460420398,408.3383626
18,68,126.4211682,45.61126601,9,18.16158725,0.460420398,129.3190775
19,72,126.4110454,45.61241785,9,18.16158725,0.460420398,259.6944887
20,73,126.4068039,45.61654569,9,18.16158725,0.460420398,318.9274736
21,75,126.4059839,45.61299343,9,18.16158725,0.460420398,312.7668756
22,76,126.4161068,45.61184204,9,18.16158725,0.460420398,483.2873229
23,87,126.4270507,45.61424189,9,18.16158725,0.460420398,190.7289452
24,88,126.4329339,45.61721748,9,19.18472755,0.460420398,254.7058471
25,90,126.4278721,45.61779403,9,19.18472755,0.460420398,345.9397172
26,93,126.4507116,45.60425305,4,18.16158725,0.460420398,440.5112302
27,96,126.4523572,45.61135704,4,19.18472755,0.460420398,134.5760216
28,99,126.4515343,45.60780504,4,18.16158725,0.460420398,428.6576511
29,104,126.4481187,45.61548648,4,19.18472755,0.460420398,430.0470815
30,107,126.4472961,45.61193446,4,19.18472755,0.460420398,294.2504599
31,110,126.4489414,45.61903849,4,19.18472755,0.460420398,370.9798424
32,112,126.4735354,45.59070003,4,19.18472755,0.431791918,403.9412204
33,113,126.4785944,45.59012161,4,19.18472755,0.431791918,401.0245352
34,114,126.4836534,45.58954296,4,19.18472755,0.431791918,400.730336
35,120,126.4684763,45.59127822,4,19.18472755,0.431791918,431.338184
36,123,126.4937709,45.58838499,3,18.16158725,0.431791918,435.8867265
37,124,126.4988295,45.58780566,3,18.16158725,0.460420398,481.4503286
38,126,126.4887122,45.58896409,4,18.16158725,0.431791918,400.8157673
39,139,126.5003804,45.61680517,3,18.16158725,0.460420398,37.78714702
40,172,126.5089465,45.58664633,3,18.16158725,0.460420398,413.0400818
41,174,126.5038881,45.58722611,3,18.16158725,0.460420398,832.1105115
42,175,126.5140048,45.58606632,3,18.16158725,0.460420398,412.2104319
43,178,126.5047183,45.59078371,3,18.16158725,0.460420398,405.8237619
44,182,126.5055444,45.5943354,3,18.16158725,0.460420398,401.1487937
45,183,126.5063705,45.59788707,3,18.16158725,0.460420398,400.0581672
46,185,126.5241213,45.58490563,3,18.16158725,0.460420398,231.5087632
47,187,126.5249526,45.58846225,3,18.16158725,0.460420398,250.0299664
48,188,126.5190631,45.58548609,3,18.16158725,0.460420398,470.9064263
49,192,126.5300109,45.58788132,3,18.16158725,0.431791918,405.5026412
50,203,126.508023,45.60499042,3,18.16158725,0.460420398,400.0377439
51,208,126.5088494,45.60854208,3,18.16158725,0.460420398,400.1319204
52,209,126.5096759,45.61209373,3,18.16158725,0.460420398,402.2024125
53,212,126.5062679,45.61977707,3,18.16158725,0.460420398,434.823918
54,214,126.5105025,45.61564538,3,18.16158725,0.460420398,402.6972239
55,217,126.5113292,45.61919703,3,18.16158725,0.460420398,718.193345
56,218,126.5071967,45.60143875,3,18.16158725,0.460420398,400.0552542
57,241,126.4033816,45.62422563,9,19.18472755,0.431791918,461.8785914
58,253,126.4025617,45.62067336,9,18.16158725,0.431791918,418.4613147
59,260,126.4167898,45.63728334,0,19.18472755,0.431791918,152.3881135
60,261,126.4050217,45.63133017,9,19.18472755,0.431791918,347.9896962
61,262,126.4109054,45.6343069,9,19.18472755,0.431791918,146.8351981
62,263,126.4100849,45.63075467,9,19.18472755,0.431791918,289.5032689
63,264,126.4042016,45.6277779,9,19.18472755,0.431791918,429.2418437
64,268,126.4159688,45.63373114,9,19.18472755,0.431791918,436.8696906
65,271,126.3914701,45.64015999,0,19.18472755,0.416385521,38.87851269
66,274,126.3906508,45.63660765,9,19.18472755,0.416385521,422.035942
67,277,126.4074825,45.64198693,0,19.18472755,0.431791918,48.73084819
68,278,126.3981738,45.64668972,0,19.18472755,0.431791918,845.0593733
69,281,126.393109,45.64726466,0,19.18472755,0.431791918,1111.547477
70,282,126.3989937,45.65024202,0,19.18472755,0.431791918,37.79635439
71,284,126.3947484,45.6543693,0,19.18472755,0.431791918,166.4101363
72,285,126.3939286,45.65081698,0,19.18472755,0.431791918,440.6501108
73,286,126.4040587,45.64966683,0,19.18472755,0.431791918,838.9814441
74,290,126.4125467,45.64141134,0,19.18472755,0.431791918,429.2037366
75,291,126.4024183,45.64256229,0,19.18472755,0.431791918,112.2018435
76,292,126.411726,45.63785912,0,19.18472755,0.431791918,267.0368397
77,296,126.4133675,45.64496355,0,19.18472755,0.431791918,513.2833172
78,297,126.4200743,45.65149206,0,19.18472755,0.431791918,1218.744382
79,298,126.4208957,45.65504423,0,19.18472755,0.431791918,42.15080685
80,299,126.4141883,45.64851576,0,19.18472755,0.431791918,1009.286902
81,300,126.408303,45.64553917,0,19.18472755,0.431791918,399.3580204
82,301,126.4091236,45.64909141,0,19.18472755,0.431791918,1042.146538
83,302,126.4150093,45.65206796,0,19.18472755,0.431791918,1735.990479
84,303,126.419253,45.64793989,0,19.18472755,0.431791918,574.9991683
85,309,126.4396399,45.62374484,9,19.18472755,0.460420398,225.8974091
86,313,126.4412846,45.63084896,9,19.18472755,0.460420398,622.253911
87,320,126.4370438,45.63497792,0,19.18472755,0.460420398,436.9689068
88,322,126.4438796,45.61961575,4,19.18472755,0.460420398,58.93280207
89,323,126.4337557,45.62076958,9,19.18472755,0.460420398,280.8805916
90,325,126.4388177,45.62019278,9,19.18472755,0.460420398,317.9114057
91,326,126.4505872,45.6261425,4,19.18472755,0.460420398,320.8203067
92,327,126.4447021,45.62316778,4,19.18472755,0.460420398,783.284608
93,329,126.4514102,45.62969449,4,19.18472755,0.460420398,2688.803678
94,330,126.4455247,45.62671981,4,19.18472755,0.460420398,1177.462857
95,331,126.4362216,45.63142585,9,19.18472755,0.460420398,345.139244
96,332,126.4564729,45.62911692,4,19.18472755,0.460420398,263.8974181
97,333,126.4572963,45.63266888,11,19.18472755,0.460420398,602.3665655
98,334,126.442107,45.634401,0,19.18472755,0.460420398,841.749352
99,335,126.4479931,45.63737587,11,19.18472755,0.460420398,539.5078948
100,336,126.4471702,45.63382386,11,19.18472755,0.460420398,595.3046169
101,337,126.4463474,45.63027184,4,19.18472755,0.460420398,2007.094581
102,338,126.4522333,45.63324648,11,19.18472755,0.460420398,813.7749809
103,341,126.4530565,45.63679847,11,19.18472755,0.460420398,666.2616227
104,342,126.4581198,45.63622084,11,19.18472755,0.460420398,117.3026385
105,347,126.4386884,45.64208206,0,19.18472755,0.460420398,305.2483794
106,349,126.4395108,45.64563412,0,19.18472755,0.460420398,424.7789989
107,350,126.4403334,45.64918618,0,19.18472755,0.460420398,649.6164659
108,352,126.4352688,45.64976299,0,19.18472755,0.431791918,995.0589338
109,353,126.441156,45.65273823,0,19.18472755,0.460420398,578.9615471
110,354,126.4251392,45.65091593,0,19.18472755,0.431791918,825.4600687
111,355,126.431026,45.65389168,0,19.18472755,0.431791918,1251.857247
112,356,126.430204,45.65033957,0,19.18472755,0.431791918,1093.522091
113,358,126.4259609,45.65446807,0,19.18472755,0.431791918,901.6507316
114,359,126.4429296,45.63795305,0,19.18472755,0.460420398,435.4091707
115,360,126.4360911,45.65331507,0,19.18472755,0.431791918,593.2442837
116,361,126.4437523,45.64150508,0,19.18472755,0.460420398,121.44954
117,368,126.4571739,45.6545583,11,19.18472755,0.460420398,1011.229305
118,369,126.4462209,45.65216116,0,19.18472755,0.460420398,828.1328763
119,374,126.4512856,45.65158386,11,19.18472755,0.460420398,838.8924199
120,375,126.452109,45.65513585,11,19.18472755,0.460420398,139.4709742
121,386,126.4623592,45.63209105,11,19.18472755,0.460420398,270.4055066
122,387,126.4682461,45.63506489,11,19.18472755,0.460420398,126.5101669
123,390,126.463183,45.63564298,11,19.18472755,0.460420398,408.8253486
124,395,126.4826098,45.62977747,11,19.18472755,0.460420398,143.5683447
125,401,126.4876722,45.62919851,11,19.18472755,0.460420398,399.6376604
126,404,126.4834349,45.63332928,11,19.18472755,0.460420398,423.1291697
127,406,126.4842601,45.63688108,11,19.18472755,0.460420398,296.6582571
128,411,126.4791969,45.63745987,11,19.18472755,0.460420398,303.966736
129,412,126.4934521,45.65406082,11,19.18472755,0.460420398,518.1099866
130,416,126.4757831,45.64514214,11,19.18472755,0.460420398,11.15426027
131,428,126.4749584,45.6415903,11,19.18472755,0.460420398,718.636164
132,429,126.4690704,45.63861678,11,19.18472755,0.460420398,478.9376975
133,430,126.4741337,45.63803844,11,19.18472755,0.460420398,53.15489331
134,431,126.4800219,45.6410117,11,19.18472755,0.460420398,210.8978806
135,433,126.4926261,45.65050908,11,19.18472755,0.460420398,717.598599
136,434,126.4816721,45.64811533,11,19.18472755,0.460420398,104.7461132
137,436,126.480847,45.64456352,11,19.18472755,0.460420398,514.5133586
138,437,126.4875618,45.65108822,11,19.18472755,0.460420398,662.6825104
139,438,126.4867362,45.64753645,11,19.18472755,0.460420398,378.9871371
140,443,126.4883874,45.65463999,11,19.18472755,0.460420398,820.5131726
141,444,126.4918002,45.64695733,11,19.18472755,0.460420398,689.7844192
142,445,126.5012065,45.62035687,3,18.16158725,0.460420398,44.07412547
143,451,126.5020327,45.62390857,3,18.16158725,0.460420398,285.64786
144,452,126.5070944,45.62332873,3,18.16158725,0.460420398,382.2492033
145,453,126.5129829,45.6263003,7,18.16158725,0.431791918,502.2636968
146,454,126.5028589,45.62746027,7,18.16158725,0.460420398,83.0255858
147,455,126.5095744,45.6339837,7,18.16158725,0.431791918,2585.346555
148,456,126.5104012,45.63753535,7,18.16158725,0.431791918,1095.096013
149,457,126.5036853,45.63101195,7,18.16158725,0.460420398,1107.807873
150,461,126.5087476,45.63043205,7,18.16158725,0.431791918,917.0660671
151,465,126.5079209,45.6268804,7,18.16158725,0.460420398,23.64973481
152,467,126.518872,45.62927158,7,18.16158725,0.431791918,402.7326593
153,468,126.512156,45.62274867,3,18.16158725,0.460420398,402.6236765
154,470,126.5180447,45.62571998,7,18.16158725,0.431791918,303.1904921
155,476,126.5154641,45.63695516,7,18.16158725,0.431791918,2207.234439
156,477,126.5053382,45.63811531,7,18.16158725,0.431791918,162.9445568
157,478,126.5196994,45.63282317,7,18.16158725,0.431791918,416.593367
158,479,126.5205269,45.63637475,7,18.16158725,0.431791918,671.4913924
159,480,126.5146369,45.63340355,7,18.16158725,0.431791918,369.1485327
160,481,126.5213545,45.63992633,7,18.16158725,0.431791918,1718.178817
161,482,126.5289018,45.65000028,7,18.16158725,0.431791918,1090.520874
162,483,126.52973,45.6535518,7,18.16158725,0.431791918,900.4119856
163,484,126.496038,45.64282627,11,19.18472755,0.460420398,487.167011
164,486,126.5011015,45.64224674,11,18.16158725,0.460420398,879.2230207
165,488,126.5061649,45.64166698,7,18.16158725,0.431791918,666.4791273
166,491,126.4968641,45.646378,11,19.18472755,0.460420398,488.9638466
167,496,126.499343,45.65703313,11,19.18472755,0.460420398,459.5077774
168,500,126.5162914,45.64050677,7,18.16158725,0.431791918,1826.911786
169,503,126.5221822,45.64347791,7,18.16158725,0.431791918,2799.167688
170,505,126.5230099,45.64702947,7,18.16158725,0.431791918,1622.929535
171,506,126.5171187,45.64405838,7,18.16158725,0.431791918,565.7590164
172,507,126.5272455,45.64289721,7,18.16158725,0.431791918,809.1957461
173,508,126.5238378,45.65058104,7,18.16158725,0.431791918,189.6800747
174,510,126.5280736,45.64644875,7,18.16158725,0.431791918,502.2287091
175,511,126.5264175,45.63934566,7,18.16158725,0.431791918,1540.860778
176,516,126.5254938,45.65768414,7,18.16158725,0.431791918,419.7478685
177,517,126.650544,45.57032062,13,16.39797544,0.384397242,1668.889334
178,518,126.5392951,45.5831629,3,18.16158725,0.431791918,322.4523732
179,520,126.5494106,45.58199994,12,18.16158725,0.416385521,194.1817729
180,521,126.5460138,45.58968862,3,18.16158725,0.431791918,251.6103081
181,522,126.5401273,45.58671878,3,18.16158725,0.431791918,409.0636279
182,524,126.5350691,45.58730017,3,18.16158725,0.431791918,405.6443196
183,526,126.5451853,45.58613717,3,18.16158725,0.431791918,452.2355022
184,528,126.5595257,45.58083608,12,18.16158725,0.40809458,1181.360053
185,529,126.5645831,45.58025381,12,18.16158725,0.399803638,651.311178
186,530,126.5603588,45.58439099,12,17.23575477,0.40809458,90.6239126
187,532,126.5443529,45.58258153,3,18.16158725,0.431791918,440.6913883
188,533,126.5654165,45.58380847,12,17.23575477,0.399803638,1587.304431
189,534,126.5662463,45.5873598,12,17.23575477,0.399803638,760.0125486
190,535,126.5561303,45.58852466,12,17.23575477,0.416385521,789.6051561
191,536,126.551901,45.59265817,12,17.23575477,0.416385521,550.3010194
192,537,126.5553011,45.58497328,12,17.23575477,0.416385521,594.0370278
193,538,126.5502432,45.58555534,12,18.16158725,0.416385521,633.4568147
194,539,126.5620179,45.59149369,12,17.23575477,0.399803638,432.9691047
195,541,126.5510721,45.58910676,12,17.23575477,0.416385521,537.6376354
196,542,126.5569595,45.59207604,12,17.23575477,0.416385521,176.4311109
197,566,126.5527301,45.59620957,12,18.16158725,0.416385521,3.458137549
198,579,126.5746976,45.57908859,12,17.23575477,0.384397242,846.157558
199,580,126.5611883,45.58794234,12,17.23575477,0.40809458,460.3752769
200,581,126.5696404,45.57967132,12,17.23575477,0.399803638,433.099916
201,583,126.5898686,45.57733907,12,16.39797544,0.384397242,1169.764852
202,584,126.5949254,45.57675544,12,16.39797544,0.384397242,1099.851157
203,585,126.5907034,45.58089251,12,17.23575477,0.384397242,121.7135686
204,586,126.5848117,45.57792247,12,16.39797544,0.384397242,853.5541281
205,587,126.5957604,45.58030863,12,16.39797544,0.384397242,406.9448839
206,588,126.5965921,45.58385978,12,17.23575477,0.384397242,684.5753386
207,589,126.5704741,45.58322573,12,17.23575477,0.399803638,1058.829777
208,590,126.5814196,45.58561081,12,17.23575477,0.384397242,845.5498639
209,591,126.5713042,45.58677703,12,17.23575477,0.399803638,1217.315146
210,592,126.5771925,45.58974529,12,17.23575477,0.384397242,1217.839377
211,593,126.5721344,45.59032832,12,17.23575477,0.384397242,1744.745028
212,594,126.5670762,45.59091112,12,17.23575477,0.399803638,1513.484225
213,595,126.5856462,45.58147615,12,17.23575477,0.384397242,1597.22735
214,596,126.5873084,45.58857856,12,17.23575477,0.384397242,987.7275068
215,597,126.576362,45.58619403,12,17.23575477,0.384397242,3.377569782
216,598,126.5864772,45.58502736,12,17.23575477,0.384397242,817.3188977
217,599,126.5755315,45.58264277,12,17.23575477,0.384397242,907.7049603
218,600,126.5805889,45.58205957,12,17.23575477,0.384397242,1492.666964
219,601,126.5923662,45.58799485,12,17.23575477,0.384397242,1470.010375
220,602,126.5881396,45.59212975,12,17.23575477,0.384397242,542.8866727
221,603,126.5822505,45.58916204,12,17.23575477,0.384397242,1644.417739
222,604,126.5948611,45.59864832,12,17.23575477,0.384397242,816.5293673
223,605,126.595693,45.60219947,12,17.23575477,0.384397242,1566.716987
224,607,126.5679062,45.59446243,12,17.23575477,0.399803638,104.0288529
225,608,126.5788538,45.59684779,12,17.23575477,0.384397242,1048.775633
226,609,126.5737951,45.59743088,12,17.23575477,0.384397242,423.198953
227,610,126.5796846,45.60039904,12,17.23575477,0.384397242,471.0652152
228,614,126.5830814,45.59271326,12,17.23575477,0.384397242,418.8116734
229,615,126.5729647,45.5938796,12,17.23575477,0.384397242,533.149998
230,616,126.5889709,45.59568094,12,17.23575477,0.384397242,513.7761761
231,617,126.5780231,45.59329655,12,17.23575477,0.384397242,1582.821078
232,618,126.5931977,45.59154601,12,17.23575477,0.384397242,818.8015606
233,619,126.5839124,45.59626448,12,17.23575477,0.384397242,946.0371341
234,621,126.5940294,45.59509717,12,17.23575477,0.384397242,989.051726
235,622,126.5847435,45.59981569,12,17.23575477,0.384397242,1410.347167
236,623,126.5855748,45.6033669,12,17.23575477,0.399803638,809.3307943
237,624,126.5922973,45.60988563,12,17.23575477,0.399803638,491.820033
238,625,126.5931291,45.61343679,12,17.23575477,0.40809458,695.1586361
239,632,126.5805155,45.60395027,12,17.23575477,0.399803638,243.4138909
240,634,126.5864061,45.6069181,12,17.23575477,0.399803638,595.122186
241,636,126.5872375,45.61046929,12,17.23575477,0.399803638,46.9311382
242,638,126.5914655,45.60633447,12,17.23575477,0.399803638,1252.618259
243,640,126.6100953,45.5750032,13,16.39797544,0.384397242,1385.905213
244,642,126.5999821,45.57617159,12,16.39797544,0.384397242,1748.521732
245,643,126.6151517,45.57441867,13,16.39797544,0.384397242,606.5725373
246,644,126.6210444,45.57738588,13,16.39797544,0.384397242,1239.116168
247,645,126.6168207,45.58152191,13,16.39797544,0.384397242,410.6810841
248,646,126.6050387,45.57558751,13,16.39797544,0.384397242,1700.876667
249,647,126.6109311,45.57855566,13,16.39797544,0.384397242,1368.162926
250,648,126.620208,45.57383391,13,16.39797544,0.384397242,734.4640278
251,649,126.6159878,45.57797088,13,16.39797544,0.384397242,1331.831308
252,650,126.6235444,45.58803884,13,16.39797544,0.384397242,617.7606247
253,651,126.6024815,45.58682676,12,17.23575477,0.384397242,1417.904856
254,652,126.5906339,45.6027833,12,17.23575477,0.384397242,1662.442897
255,653,126.6016494,45.58327565,12,17.23575477,0.384397242,1171.950275
256,654,126.6008174,45.57972453,12,16.39797544,0.384397242,865.3317649
257,655,126.607539,45.58624237,13,17.23575477,0.384397242,1233.534567
258,656,126.6083715,45.58979345,13,17.23575477,0.384397242,1221.225782
259,657,126.5974239,45.58741092,12,17.23575477,0.384397242,1238.475263
260,658,126.6117637,45.58210671,13,16.39797544,0.384397242,1579.388105
261,659,126.6058743,45.57914021,13,16.39797544,0.384397242,1421.089316
262,660,126.6067066,45.58269129,13,16.39797544,0.384397242,1074.082285
263,661,126.6176538,45.58507292,13,16.39797544,0.384397242,1228.160909
264,662,126.6218776,45.58093687,13,16.39797544,0.384397242,1458.774619
265,663,126.6184869,45.58862394,13,17.23575477,0.384397242,601.5490435
266,664,126.6125964,45.58565776,13,17.23575477,0.384397242,1174.249008
267,665,126.6134292,45.5892088,13,17.23575477,0.384397242,813.9443461
268,666,126.622711,45.58448786,13,16.39797544,0.384397242,393.4440499
269,667,126.6303204,45.57266372,13,16.39797544,0.384397242,808.7835075
270,668,126.6353765,45.57207828,13,16.39797544,0.384397242,1632.029479
271,669,126.6362136,45.57562951,13,16.39797544,0.384397242,2309.398571
272,670,126.6252643,45.57324893,13,16.39797544,0.384397242,1114.819545
273,671,126.6404324,45.57149262,13,16.39797544,0.384397242,1342.35521
274,672,126.646326,45.57445747,13,16.39797544,0.384397242,329.1910264
275,673,126.6421043,45.57859447,13,16.39797544,0.384397242,2179.637823
276,674,126.6412698,45.5750436,13,16.39797544,0.384397242,1284.397366
277,675,126.6311573,45.57621519,13,16.39797544,0.384397242,1725.089415
278,676,126.6488307,45.58510997,13,16.39797544,0.384397242,892.9415989
279,677,126.6479485,45.60345041,13,18.16158725,0.384397242,878.1568295
280,678,126.6261009,45.57680065,13,16.39797544,0.384397242,1702.851282
281,679,126.6269345,45.58035161,13,16.39797544,0.384397242,2147.659174
282,680,126.6277681,45.58390257,13,16.39797544,0.384397242,987.6338004
283,681,126.6336592,45.58686797,13,16.39797544,0.384397242,1448.293915
284,682,126.6286019,45.58745352,13,16.39797544,0.384397242,1303.162068
285,683,126.6328252,45.58331705,13,16.39797544,0.384397242,523.642818
286,684,126.6370478,45.57918041,13,16.39797544,0.384397242,1368.993007
287,685,126.6319912,45.57976613,13,16.39797544,0.384397242,1365.068363
288,686,126.6429389,45.58214534,13,16.39797544,0.384397242,1202.189443
289,687,126.6471608,45.57800831,13,16.39797544,0.384397242,1304.577427
290,688,126.6378821,45.58273131,13,16.39797544,0.384397242,438.8965857
291,689,126.6437736,45.5856962,13,16.39797544,0.384397242,932.1681014
292,690,126.6479957,45.58155915,13,16.39797544,0.384397242,800.60026
293,691,126.6395509,45.58983308,13,16.39797544,0.384397242,416.5418938
294,692,126.6387165,45.5862822,13,16.39797544,0.384397242,603.5431581
295,693,126.6487838,45.60700123,13,18.16158725,0.384397242,155.8890347
296,694,126.6470655,45.62179077,49,18.16158725,0.399803638,1494.806931
297,695,126.604146,45.59392896,12,17.23575477,0.384397242,158.9074371
298,696,126.5982557,45.59096205,12,17.23575477,0.384397242,408.4786849
299,697,126.6100368,45.59689557,13,17.23575477,0.384397242,2786.582273
300,698,126.5990877,45.59451318,12,17.23575477,0.384397242,349.1938657
301,699,126.6058108,45.60103114,12,17.23575477,0.384397242,1528.100467
302,700,126.5999198,45.5980643,12,17.23575477,0.384397242,25.49955523
303,701,126.6092041,45.59334451,13,17.23575477,0.384397242,962.3357923
304,702,126.6033137,45.59037786,12,17.23575477,0.384397242,357.2582283
305,703,126.6201534,45.59572594,13,17.23575477,0.384397242,1761.896011
306,704,126.6049783,45.59748005,12,17.23575477,0.384397242,1414.697457
307,705,126.6150951,45.59631087,13,17.23575477,0.384397242,1389.49123
308,706,126.6209868,45.59927694,13,17.23575477,0.384397242,1250.062043
309,707,126.6159282,45.5998619,13,17.23575477,0.384397242,1231.332866
310,708,126.6218203,45.60282792,13,17.23575477,0.384397242,1117.616209
311,709,126.6007519,45.60161542,12,17.23575477,0.384397242,1711.309244
312,710,126.6108696,45.60044663,13,17.23575477,0.384397242,1418.984262
313,711,126.6117024,45.60399768,13,17.23575477,0.384397242,1124.304327
314,712,126.6184281,45.61051493,13,17.23575477,0.399803638,59.99009863
315,713,126.6192616,45.61406593,49,17.23575477,0.399803638,469.6785417
316,714,126.5965249,45.60575061,12,17.23575477,0.399803638,210.6015777
317,715,126.5973569,45.60930174,12,17.23575477,0.399803638,1449.187517
318,716,126.603249,45.61226873,12,17.23575477,0.399803638,1389.217244
319,717,126.5981891,45.61285287,12,17.23575477,0.399803638,1576.346949
320,718,126.6024165,45.60871763,12,17.23575477,0.399803638,1653.643987
321,720,126.6066434,45.60458221,12,17.23575477,0.384397242,1750.927034
322,721,126.6015842,45.60516653,12,17.23575477,0.399803638,1855.557392
323,722,126.6083088,45.61168436,12,17.23575477,0.399803638,943.7680199
324,723,126.6125354,45.60754872,13,17.23575477,0.399803638,114.7479517
325,724,126.607476,45.60813329,12,17.23575477,0.399803638,1445.786214
326,725,126.6133685,45.61109976,13,17.23575477,0.399803638,902.4491385
327,726,126.6175947,45.60696393,13,17.23575477,0.384397242,1201.608156
328,727,126.6344934,45.59041889,13,16.39797544,0.384397242,624.6988446
329,728,126.6302697,45.59455541,13,17.23575477,0.384397242,500.4346487
330,729,126.6193201,45.59217494,13,17.23575477,0.384397242,1007.066872
331,730,126.6142621,45.59275984,13,17.23575477,0.384397242,1357.864833
332,731,126.636162,45.5975207,13,17.23575477,0.384397242,1094.030975
333,732,126.6252116,45.59514079,13,17.23575477,0.384397242,1480.595694
334,733,126.6311037,45.59810634,13,17.23575477,0.384397242,1125.826834
335,734,126.6369964,45.6010716,13,17.23575477,0.384397242,1002.775921
336,735,126.6167614,45.60341291,13,17.23575477,0.384397242,258.7718243
337,736,126.6260453,45.59869175,13,17.23575477,0.384397242,1020.820726
338,737,126.6268791,45.60224271,13,17.23575477,0.384397242,1209.147329
339,738,126.6353276,45.5939698,13,17.23575477,0.384397242,875.81997
340,739,126.624378,45.59158982,13,17.23575477,0.384397242,787.8427587
341,740,126.6319378,45.60165727,13,17.23575477,0.384397242,1451.703346
342,741,126.6403855,45.59338396,13,16.39797544,0.384397242,626.6397413
343,742,126.6294357,45.59100447,13,16.39797544,0.384397242,417.345859
344,743,126.6412202,45.59693484,13,17.23575477,0.384397242,319.1400838
345,744,126.6471133,45.59989958,13,17.23575477,0.384397242,2001.828533
346,745,126.6420549,45.6004857,13,17.23575477,0.384397242,1199.966984
347,746,126.6428898,45.60403656,13,18.16158725,0.384397242,897.7366113
348,748,126.6454433,45.5927979,13,16.39797544,0.384397242,1024.798935
349,749,126.627713,45.60579366,13,17.23575477,0.384397242,765.8968719
350,750,126.6336064,45.6087591,13,17.23575477,0.384397242,1493.796825
351,751,126.6226539,45.60637891,13,17.23575477,0.384397242,934.4626983
352,752,126.6293812,45.61289555,49,17.23575477,0.399803638,88.72854225
353,753,126.6234876,45.60992988,13,17.23575477,0.384397242,482.5624225
354,754,126.6243214,45.61348085,49,17.23575477,0.399803638,346.8875176
355,755,126.637831,45.60462249,13,17.23575477,0.384397242,1260.726934
356,756,126.6395004,45.61172425,49,17.23575477,0.384397242,450.4611874
357,758,126.6327721,45.60520819,13,17.23575477,0.384397242,1348.814696
358,759,126.6386656,45.60817337,13,17.23575477,0.384397242,1210.681419
359,760,126.6445598,45.61113826,49,18.16158725,0.384397242,1181.575479
360,761,126.6403352,45.61527512,49,17.23575477,0.384397242,598.8933654
361,762,126.6344408,45.61231001,49,17.23575477,0.384397242,769.9352762
362,763,126.6461329,45.66202211,15,18.16158725,0.40809458,935.4653173
363,764,126.6452477,45.68036225,15,17.23575477,0.431791918,592.9342346
364,766,126.5425238,45.61926351,3,18.16158725,0.431791918,443.3221461
365,768,126.5433525,45.62281497,7,18.16158725,0.431791918,590.7259656
366,773,126.5416951,45.61571205,3,18.16158725,0.431791918,397.691025
367,779,126.5484138,45.62223328,7,18.16158725,0.431791918,308.7397547
368,780,126.549243,45.6257847,7,18.16158725,0.431791918,276.4582957
369,790,126.5441814,45.62636641,7,18.16158725,0.431791918,428.2611856
370,792,126.5458394,45.63346929,7,18.16158725,0.431791918,403.1253177
371,793,126.5500723,45.62933611,7,18.16158725,0.431791918,420.6173679
372,794,126.5450104,45.62991785,7,18.16158725,0.431791918,699.0133424
373,796,126.5551341,45.62875414,7,18.16158725,0.431791918,44.81954533
374,804,126.5543045,45.62520276,7,18.16158725,0.431791918,359.3422979
375,806,126.5889006,45.61757166,2,18.16158725,0.416385521,447.2278362
376,812,126.5846714,45.62170637,2,18.16158725,0.431791918,63.75606822
377,835,126.5246658,45.65413259,7,18.16158725,0.431791918,158.3575551
378,836,126.5314804,45.63876477,7,18.16158725,0.431791918,1244.500572
379,837,126.5424349,45.64115375,7,18.16158725,0.431791918,1266.091992
380,838,126.5432639,45.6447052,7,18.16158725,0.431791918,963.0285944
381,839,126.5382006,45.64528661,7,18.16158725,0.431791918,838.4015086
382,840,126.5323087,45.64231628,7,18.16158725,0.416385521,836.27081
383,841,126.5373719,45.64173513,7,18.16158725,0.431791918,1240.795418
384,842,126.5331371,45.64586779,7,18.16158725,0.431791918,754.4852728
385,843,126.5466686,45.63702072,7,18.16158725,0.431791918,403.690222
386,845,126.5365432,45.63818365,7,18.16158725,0.431791918,528.2149732
387,846,126.5525607,45.63999031,7,18.16158725,0.431791918,440.518362
388,848,126.5533903,45.6435417,7,18.16158725,0.431791918,402.1333938
