FID,FID_04km_b,Lon04,Lat04,FID_44km,GroundMean04,AOD_Kriging04,RoadLength04,AOD_RF,PM_RF
1224,1977,126.5412451,45.72516249,19,21.56491593,0.513618424,762.575082,0.48412967,21.56491593
1225,1978,126.5522168,45.72755086,19,21.56491593,0.460420398,3139.931197,0.45257064,21.56491593
1226,1979,126.5420751,45.72871392,19,21.56491593,0.513618424,1021.816005,0.48423521,21.56491593
1227,1980,126.5370041,45.72929512,19,21.56491593,0.513618424,1235.261029,0.48474799,21.56491593
1228,1981,126.5429052,45.73226535,19,21.56491593,0.513618424,2221.215306,0.48457114,21.56491593
1229,1982,126.5311037,45.72632459,19,21.56491593,0.513618424,974.2103248,0.48412967,21.56491593
1230,1983,126.5361744,45.72574365,19,21.56491593,0.513618424,1453.288194,0.48412967,21.56491593
1231,1984,126.5479764,45.7316839,19,21.56491593,0.513618424,3575.844138,0.48457114,21.56491593
1232,1985,126.5437353,45.73581677,19,21.56491593,0.513618424,2957.182652,0.48345785,21.56491593
1233,1986,126.5378339,45.73284657,19,21.56491593,0.513618424,2178.32273,0.48508392,21.56491593
1235,1988,126.5285202,45.73755985,19,20.31540302,0.513618424,876.9237393,0.48394495,20.31540302
1237,1990,126.5344216,45.74053053,19,20.31540302,0.513618424,1760.753597,0.4833118,20.31540302
1239,1992,126.5293495,45.74111135,19,20.31540302,0.513618424,1823.952922,0.4833118,20.31540302
1242,1995,126.533592,45.73697905,19,20.31540302,0.513618424,1135.47651,0.48394495,20.31540302
1243,1996,126.527691,45.73400834,19,20.31540302,0.513618424,725.054118,0.48473668,20.31540302
1244,1997,126.5386637,45.73639803,19,20.31540302,0.513618424,1831.563396,0.48397063,20.31540302
1245,1998,126.5445656,45.73936819,19,21.56491593,0.513618424,1221.344296,0.48343217,21.56491593
